 - : 1, 0s, 949.59hPa, 26.99°C, 545.00m; (sol) 
 - : 365, 224s, 949.08hPa, 28.31°C, 549.00m; (sol) 
 - : 366, 224s, 949.12hPa, 28.32°C, 550.00m; (sol) 
 - : 367, 225s, 949.09hPa, 28.31°C, 549.00m; (sol) 
 - : 368, 225s, 949.12hPa, 28.31°C, 549.00m; (sol) 
 - : 369, 226s, 949.09hPa, 28.31°C, 549.00m; (sol) 
 - : 370, 227s, 949.11hPa, 28.31°C, 549.00m; (sol) 
 - : 371, 227s, 949.15hPa, 28.30°C, 550.00m; (sol) 
 - : 372, 228s, 949.12hPa, 28.31°C, 549.00m; (sol) 
 - : 373, 228s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 374, 229s, 949.14hPa, 28.31°C, 549.00m; (sol) 
 - : 375, 230s, 949.09hPa, 28.29°C, 549.00m; (sol) 
 - : 376, 230s, 949.12hPa, 28.31°C, 550.00m; (sol) 
 - : 377, 231s, 949.15hPa, 28.32°C, 549.00m; (sol) 
 - : 378, 232s, 949.12hPa, 28.31°C, 549.00m; (sol) 
 - : 379, 232s, 949.11hPa, 28.31°C, 549.00m; (sol) 
 - : 380, 233s, 949.09hPa, 28.31°C, 549.00m; (sol) 
 - : 381, 233s, 949.12hPa, 28.31°C, 550.00m; (sol) 
 - : 382, 234s, 949.08hPa, 28.33°C, 549.00m; (sol) 
 - : 383, 235s, 949.10hPa, 28.30°C, 550.00m; (sol) 
 - : 384, 235s, 949.10hPa, 28.30°C, 549.00m; (sol) 
 - : 385, 236s, 949.17hPa, 28.31°C, 549.00m; (sol) 
 - : 386, 236s, 949.07hPa, 28.30°C, 550.00m; (sol) 
 - : 387, 237s, 949.08hPa, 28.31°C, 549.00m; (sol) 
 - : 388, 238s, 949.10hPa, 28.30°C, 549.00m; (sol) 
 - : 389, 238s, 949.12hPa, 28.31°C, 549.00m; (sol) 
 - : 390, 239s, 949.11hPa, 28.31°C, 549.00m; (sol) 
 - : 391, 240s, 949.11hPa, 28.31°C, 549.00m; (sol) 
 - : 392, 240s, 949.07hPa, 28.32°C, 549.00m; (sol) 
 - : 393, 241s, 949.09hPa, 28.31°C, 549.00m; (sol) 
 - : 394, 241s, 949.12hPa, 28.32°C, 550.00m; (sol) 
 - : 395, 242s, 949.16hPa, 28.32°C, 549.00m; (sol) 
 - : 396, 243s, 949.14hPa, 28.33°C, 549.00m; (sol) 
 - : 397, 243s, 949.14hPa, 28.33°C, 549.00m; (sol) 
 - : 398, 244s, 949.09hPa, 28.34°C, 549.00m; (sol) 
 - : 399, 244s, 949.11hPa, 28.33°C, 549.00m; (sol) 
 - : 400, 245s, 949.11hPa, 28.33°C, 549.00m; (sol) 
 - : 401, 246s, 949.16hPa, 28.34°C, 549.00m; (sol) 
 - : 402, 246s, 949.14hPa, 28.33°C, 549.00m; (sol) 
 - : 403, 247s, 949.16hPa, 28.34°C, 549.00m; (sol) 
 - : 404, 248s, 949.13hPa, 28.34°C, 549.00m; (sol) 
 - : 405, 248s, 949.10hPa, 28.34°C, 550.00m; (sol) 
 - : 406, 249s, 949.11hPa, 28.33°C, 549.00m; (sol) 
 - : 407, 249s, 949.06hPa, 28.33°C, 549.00m; (sol) 
 - : 408, 250s, 949.04hPa, 28.34°C, 549.00m; (sol) 
 - : 409, 251s, 949.09hPa, 28.34°C, 549.00m; (sol) 
 - : 410, 251s, 949.11hPa, 28.33°C, 550.00m; (sol) 
 - : 411, 252s, 949.07hPa, 28.34°C, 549.00m; (sol) 
 - : 412, 252s, 949.12hPa, 28.34°C, 549.00m; (sol) 
 - : 413, 253s, 949.14hPa, 28.33°C, 549.00m; (sol) 
 - : 414, 254s, 949.17hPa, 28.33°C, 549.00m; (sol) 
 - : 415, 254s, 949.13hPa, 28.32°C, 549.00m; (sol) 
 - : 416, 255s, 949.14hPa, 28.33°C, 549.00m; (sol) 
 - : 417, 255s, 949.11hPa, 28.33°C, 549.00m; (sol) 
 - : 418, 256s, 949.12hPa, 28.34°C, 550.00m; (sol) 
 - : 419, 257s, 949.17hPa, 28.33°C, 549.00m; (sol) 
 - : 420, 257s, 949.10hPa, 28.32°C, 550.00m; (sol) 
 - : 421, 258s, 949.08hPa, 28.33°C, 550.00m; (sol) 
 - : 422, 258s, 949.10hPa, 28.32°C, 549.00m; (sol) 
 - : 423, 259s, 949.04hPa, 28.32°C, 549.00m; (sol) 
 - : 424, 260s, 949.11hPa, 28.33°C, 550.00m; (sol) 
 - : 425, 260s, 949.11hPa, 28.33°C, 550.00m; (sol) 
 - : 426, 261s, 949.08hPa, 28.33°C, 550.00m; (sol) 
 - : 427, 262s, 949.06hPa, 28.33°C, 549.00m; (sol) 
 - : 428, 262s, 949.06hPa, 28.33°C, 549.00m; (sol) 
 - : 429, 263s, 949.07hPa, 28.32°C, 550.00m; (sol) 
 - : 430, 263s, 949.13hPa, 28.32°C, 549.00m; (sol) 
 - : 431, 264s, 949.07hPa, 28.32°C, 549.00m; (sol) 
 - : 432, 265s, 949.11hPa, 28.33°C, 549.00m; (sol) 
 - : 433, 265s, 949.12hPa, 28.34°C, 549.00m; (sol) 
 - : 434, 266s, 949.11hPa, 28.33°C, 549.00m; (sol) 
 - : 435, 266s, 949.16hPa, 28.34°C, 549.00m; (sol) 
 - : 436, 267s, 949.10hPa, 28.34°C, 550.00m; (sol) 
 - : 437, 268s, 949.06hPa, 28.34°C, 549.00m; (sol) 
 - : 438, 268s, 949.16hPa, 28.34°C, 549.00m; (sol) 
 - : 439, 269s, 949.16hPa, 28.35°C, 549.00m; (sol) 
 - : 440, 269s, 949.11hPa, 28.35°C, 549.00m; (sol) 
 - : 441, 270s, 949.14hPa, 28.35°C, 550.00m; (sol) 
 - : 442, 271s, 949.11hPa, 28.35°C, 549.00m; (sol) 
 - : 443, 271s, 949.11hPa, 28.35°C, 549.00m; (sol) 
 - : 444, 272s, 949.14hPa, 28.35°C, 549.00m; (sol) 
 - : 445, 273s, 949.12hPa, 28.36°C, 549.00m; (sol) 
 - : 446, 273s, 949.13hPa, 28.36°C, 549.00m; (sol) 
 - : 447, 274s, 949.13hPa, 28.36°C, 550.00m; (sol) 
 - : 448, 274s, 949.11hPa, 28.36°C, 549.00m; (sol) 
 - : 449, 275s, 949.14hPa, 28.37°C, 549.00m; (sol) 
 - : 450, 276s, 949.17hPa, 28.37°C, 550.00m; (sol) 
 - : 451, 276s, 949.11hPa, 28.37°C, 549.00m; (sol) 
 - : 452, 277s, 949.15hPa, 28.36°C, 549.00m; (sol) 
 - : 453, 277s, 949.10hPa, 28.36°C, 549.00m; (sol) 
 - : 454, 278s, 949.10hPa, 28.36°C, 549.00m; (sol) 
 - : 455, 279s, 949.07hPa, 28.36°C, 550.00m; (sol) 
 - : 456, 279s, 949.13hPa, 28.38°C, 549.00m; (sol) 
 - : 457, 280s, 949.09hPa, 28.37°C, 549.00m; (sol) 
 - : 458, 281s, 949.07hPa, 28.38°C, 549.00m; (sol) 
 - : 459, 281s, 949.13hPa, 28.38°C, 550.00m; (sol) 
 - : 460, 282s, 949.13hPa, 28.38°C, 550.00m; (sol) 
 - : 461, 282s, 949.08hPa, 28.39°C, 550.00m; (sol) 
 - : 462, 283s, 949.10hPa, 28.38°C, 549.00m; (sol) 
 - : 463, 284s, 949.11hPa, 28.39°C, 549.00m; (sol) 
 - : 464, 284s, 949.16hPa, 28.38°C, 549.00m; (sol) 
 - : 465, 285s, 949.11hPa, 28.39°C, 549.00m; (sol) 
 - : 466, 285s, 949.15hPa, 28.39°C, 550.00m; (sol) 
 - : 467, 286s, 949.15hPa, 28.40°C, 549.00m; (sol) 
 - : 468, 287s, 949.13hPa, 28.40°C, 549.00m; (sol) 
 - : 469, 287s, 949.13hPa, 28.40°C, 549.00m; (sol) 
 - : 470, 288s, 949.08hPa, 28.40°C, 549.00m; (sol) 
 - : 471, 289s, 949.13hPa, 28.40°C, 549.00m; (sol) 
 - : 472, 289s, 949.10hPa, 28.40°C, 549.00m; (sol) 
 - : 473, 290s, 949.08hPa, 28.41°C, 549.00m; (sol) 
 - : 474, 290s, 949.10hPa, 28.40°C, 550.00m; (sol) 
 - : 475, 291s, 949.08hPa, 28.41°C, 549.00m; (sol) 
 - : 476, 292s, 949.15hPa, 28.41°C, 549.00m; (sol) 
 - : 477, 292s, 949.13hPa, 28.42°C, 549.00m; (sol) 
 - : 478, 293s, 949.13hPa, 28.42°C, 550.00m; (sol) 
 - : 479, 294s, 949.11hPa, 28.41°C, 549.00m; (sol) 
 - : 480, 294s, 949.13hPa, 28.42°C, 549.00m; (sol) 
 - : 481, 295s, 949.13hPa, 28.42°C, 549.00m; (sol) 
 - : 482, 295s, 949.11hPa, 28.43°C, 549.00m; (sol) 
 - : 483, 296s, 949.10hPa, 28.42°C, 549.00m; (sol) 
 - : 484, 297s, 949.15hPa, 28.43°C, 549.00m; (sol) 
 - : 485, 297s, 949.10hPa, 28.42°C, 549.00m; (sol) 
 - : 486, 298s, 949.14hPa, 28.43°C, 549.00m; (sol) 
 - : 487, 298s, 949.15hPa, 28.43°C, 549.00m; (sol) 
 - : 488, 299s, 949.15hPa, 28.43°C, 549.00m; (sol) 
 - : 489, 300s, 949.15hPa, 28.43°C, 549.00m; (sol) 
 - : 490, 300s, 949.16hPa, 28.44°C, 549.00m; (sol) 
 - : 491, 301s, 949.16hPa, 28.44°C, 549.00m; (sol) 
 - : 492, 301s, 949.20hPa, 28.45°C, 549.00m; (sol) 
 - : 493, 302s, 949.13hPa, 28.46°C, 549.00m; (sol) 
 - : 494, 303s, 949.17hPa, 28.45°C, 549.00m; (sol) 
 - : 495, 303s, 949.18hPa, 28.45°C, 549.00m; (sol) 
 - : 496, 304s, 949.17hPa, 28.46°C, 549.00m; (sol) 
 - : 497, 304s, 949.12hPa, 28.45°C, 549.00m; (sol) 
 - : 498, 305s, 949.14hPa, 28.46°C, 549.00m; (sol) 
 - : 499, 306s, 949.15hPa, 28.47°C, 549.00m; (sol) 
 - : 500, 306s, 949.15hPa, 28.47°C, 550.00m; (sol) 
 - : 501, 307s, 949.09hPa, 28.47°C, 549.00m; (sol) 
 - : 502, 308s, 949.18hPa, 28.47°C, 549.00m; (sol) 
 - : 503, 308s, 949.10hPa, 28.48°C, 549.00m; (sol) 
 - : 504, 309s, 949.13hPa, 28.48°C, 549.00m; (sol) 
 - : 505, 309s, 949.16hPa, 28.48°C, 549.00m; (sol) 
 - : 506, 310s, 949.05hPa, 28.48°C, 549.00m; (sol) 
 - : 507, 311s, 949.18hPa, 28.49°C, 549.00m; (sol) 
 - : 508, 311s, 949.14hPa, 28.48°C, 549.00m; (sol) 
 - : 509, 312s, 949.11hPa, 28.48°C, 549.00m; (sol) 
 - : 510, 312s, 949.02hPa, 28.48°C, 549.00m; (sol) 
 - : 511, 313s, 949.06hPa, 28.49°C, 549.00m; (sol) 
 - : 512, 314s, 949.07hPa, 28.50°C, 549.00m; (sol) 
 - : 513, 314s, 949.06hPa, 28.49°C, 549.00m; (sol) 
 - : 514, 315s, 949.13hPa, 28.50°C, 550.00m; (sol) 
 - : 515, 315s, 949.14hPa, 28.51°C, 549.00m; (sol) 
 - : 516, 316s, 949.19hPa, 28.50°C, 549.00m; (sol) 
 - : 517, 317s, 949.14hPa, 28.50°C, 550.00m; (sol) 
 - : 518, 317s, 949.16hPa, 28.50°C, 549.00m; (sol) 
 - : 519, 318s, 949.14hPa, 28.50°C, 550.00m; (sol) 
 - : 520, 319s, 949.06hPa, 28.51°C, 550.00m; (sol) 
 - : 521, 319s, 949.05hPa, 28.50°C, 549.00m; (sol) 
 - : 522, 320s, 949.10hPa, 28.51°C, 550.00m; (sol) 
 - : 523, 320s, 949.12hPa, 28.51°C, 549.00m; (sol) 
 - : 524, 321s, 949.13hPa, 28.51°C, 550.00m; (sol) 
 - : 525, 322s, 949.17hPa, 28.51°C, 550.00m; (sol) 
 - : 526, 322s, 949.13hPa, 28.51°C, 549.00m; (sol) 
 - : 527, 323s, 949.06hPa, 28.51°C, 550.00m; (sol) 
 - : 528, 323s, 948.96hPa, 28.50°C, 549.00m; (sol) 
 - : 529, 324s, 949.08hPa, 28.50°C, 549.00m; (sol) 
 - : 530, 325s, 949.05hPa, 28.50°C, 549.00m; (sol) 
 - : 531, 325s, 949.08hPa, 28.51°C, 550.00m; (sol) 
 - : 532, 326s, 949.21hPa, 28.51°C, 549.00m; (sol) 
 - : 533, 327s, 949.04hPa, 28.51°C, 550.00m; (sol) 
 - : 534, 327s, 949.01hPa, 28.51°C, 549.00m; (sol) 
 - : 535, 328s, 949.18hPa, 28.51°C, 550.00m; (sol) 
 - : 536, 328s, 949.08hPa, 28.51°C, 549.00m; (sol) 
 - : 537, 329s, 949.06hPa, 28.51°C, 550.00m; (sol) 
 - : 538, 330s, 949.08hPa, 28.50°C, 549.00m; (sol) 
 - : 539, 330s, 949.14hPa, 28.51°C, 550.00m; (sol) 
 - : 540, 331s, 949.05hPa, 28.50°C, 550.00m; (sol) 
 - : 541, 332s, 949.16hPa, 28.50°C, 549.00m; (sol) 
 - : 542, 332s, 949.20hPa, 28.51°C, 549.00m; (sol) 
 - : 543, 333s, 949.14hPa, 28.50°C, 549.00m; (sol) 
 - : 544, 333s, 949.16hPa, 28.50°C, 550.00m; (sol) 
 - : 545, 334s, 949.14hPa, 28.50°C, 549.00m; (sol) 
 - : 546, 335s, 949.14hPa, 28.51°C, 549.00m; (sol) 
 - : 547, 335s, 949.17hPa, 28.51°C, 549.00m; (sol) 
 - : 548, 336s, 949.06hPa, 28.51°C, 549.00m; (sol) 
 - : 549, 336s, 949.03hPa, 28.51°C, 549.00m; (sol) 
 - : 550, 337s, 949.08hPa, 28.51°C, 550.00m; (sol) 
 - : 551, 338s, 949.11hPa, 28.51°C, 549.00m; (sol) 
 - : 552, 338s, 948.99hPa, 28.50°C, 549.00m; (sol) 
 - : 553, 339s, 949.13hPa, 28.51°C, 550.00m; (sol) 
 - : 554, 340s, 949.06hPa, 28.51°C, 550.00m; (sol) 
 - : 555, 340s, 949.05hPa, 28.50°C, 550.00m; (sol) 
 - : 556, 341s, 949.06hPa, 28.51°C, 550.00m; (sol) 
 - : 557, 341s, 949.04hPa, 28.51°C, 550.00m; (sol) 
 - : 558, 342s, 949.03hPa, 28.51°C, 550.00m; (sol) 
 - : 559, 343s, 949.09hPa, 28.51°C, 549.00m; (sol) 
 - : 560, 343s, 949.06hPa, 28.51°C, 550.00m; (sol) 
 - : 561, 344s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 562, 344s, 949.06hPa, 28.51°C, 550.00m; (sol) 
 - : 563, 345s, 949.05hPa, 28.52°C, 549.00m; (sol) 
 - : 564, 346s, 949.07hPa, 28.51°C, 550.00m; (sol) 
 - : 565, 346s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 566, 347s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 567, 347s, 949.11hPa, 28.52°C, 549.00m; (sol) 
 - : 568, 348s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 569, 349s, 949.21hPa, 28.53°C, 549.00m; (sol) 
 - : 570, 349s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 571, 350s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 572, 351s, 949.05hPa, 28.52°C, 550.00m; (sol) 
 - : 573, 351s, 949.09hPa, 28.53°C, 549.00m; (sol) 
 - : 574, 352s, 949.11hPa, 28.52°C, 550.00m; (sol) 
 - : 575, 352s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 576, 353s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 577, 354s, 949.07hPa, 28.53°C, 549.00m; (sol) 
 - : 578, 354s, 949.10hPa, 28.53°C, 550.00m; (sol) 
 - : 579, 355s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 580, 355s, 949.05hPa, 28.52°C, 550.00m; (sol) 
 - : 581, 356s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 582, 357s, 949.07hPa, 28.53°C, 550.00m; (sol) 
 - : 583, 357s, 949.09hPa, 28.53°C, 549.00m; (sol) 
 - : 584, 358s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 585, 358s, 949.16hPa, 28.52°C, 550.00m; (sol) 
 - : 586, 359s, 949.16hPa, 28.52°C, 550.00m; (sol) 
 - : 587, 360s, 949.19hPa, 28.52°C, 550.00m; (sol) 
 - : 588, 360s, 949.01hPa, 28.51°C, 549.00m; (sol) 
 - : 589, 361s, 949.11hPa, 28.52°C, 550.00m; (sol) 
 - : 590, 362s, 949.05hPa, 28.52°C, 550.00m; (sol) 
 - : 591, 362s, 949.11hPa, 28.52°C, 550.00m; (sol) 
 - : 592, 363s, 949.07hPa, 28.51°C, 550.00m; (sol) 
 - : 593, 363s, 949.05hPa, 28.52°C, 550.00m; (sol) 
 - : 594, 364s, 949.08hPa, 28.52°C, 551.00m; (sol) 
 - : 595, 365s, 949.08hPa, 28.52°C, 549.00m; (sol) 
 - : 596, 365s, 949.05hPa, 28.52°C, 549.00m; (sol) 
 - : 597, 366s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 598, 366s, 949.03hPa, 28.52°C, 550.00m; (sol) 
 - : 599, 367s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 600, 368s, 949.03hPa, 28.53°C, 549.00m; (sol) 
 - : 601, 368s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 602, 369s, 949.05hPa, 28.52°C, 550.00m; (sol) 
 - : 603, 369s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 604, 370s, 949.08hPa, 28.52°C, 550.00m; (sol) 
 - : 605, 371s, 949.11hPa, 28.52°C, 549.00m; (sol) 
 - : 606, 371s, 949.14hPa, 28.52°C, 549.00m; (sol) 
 - : 607, 372s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 608, 373s, 949.09hPa, 28.53°C, 549.00m; (sol) 
 - : 609, 373s, 949.23hPa, 28.53°C, 549.00m; (sol) 
 - : 610, 374s, 949.10hPa, 28.53°C, 549.00m; (sol) 
 - : 611, 374s, 949.13hPa, 28.53°C, 549.00m; (sol) 
 - : 612, 375s, 949.02hPa, 28.54°C, 550.00m; (sol) 
 - : 613, 376s, 949.06hPa, 28.53°C, 549.00m; (sol) 
 - : 614, 376s, 949.09hPa, 28.53°C, 550.00m; (sol) 
 - : 615, 377s, 949.12hPa, 28.53°C, 549.00m; (sol) 
 - : 616, 377s, 949.10hPa, 28.54°C, 549.00m; (sol) 
 - : 617, 378s, 949.16hPa, 28.53°C, 549.00m; (sol) 
 - : 618, 379s, 949.13hPa, 28.54°C, 549.00m; (sol) 
 - : 619, 379s, 949.13hPa, 28.53°C, 549.00m; (sol) 
 - : 620, 380s, 949.10hPa, 28.54°C, 550.00m; (sol) 
 - : 621, 381s, 949.10hPa, 28.53°C, 549.00m; (sol) 
 - : 622, 381s, 949.08hPa, 28.54°C, 549.00m; (sol) 
 - : 623, 382s, 949.08hPa, 28.54°C, 550.00m; (sol) 
 - : 624, 382s, 949.10hPa, 28.53°C, 549.00m; (sol) 
 - : 625, 383s, 949.05hPa, 28.54°C, 550.00m; (sol) 
 - : 626, 384s, 949.11hPa, 28.54°C, 550.00m; (sol) 
 - : 627, 384s, 949.10hPa, 28.54°C, 550.00m; (sol) 
 - : 628, 385s, 949.08hPa, 28.54°C, 549.00m; (sol) 
 - : 629, 386s, 949.11hPa, 28.54°C, 550.00m; (sol) 
 - : 630, 386s, 949.05hPa, 28.54°C, 549.00m; (sol) 
 - : 631, 387s, 949.10hPa, 28.54°C, 549.00m; (sol) 
 - : 632, 387s, 949.13hPa, 28.53°C, 550.00m; (sol) 
 - : 633, 388s, 949.09hPa, 28.55°C, 549.00m; (sol) 
 - : 634, 389s, 949.08hPa, 28.54°C, 549.00m; (sol) 
 - : 635, 389s, 949.15hPa, 28.53°C, 550.00m; (sol) 
 - : 636, 390s, 949.14hPa, 28.54°C, 549.00m; (sol) 
 - : 637, 390s, 949.10hPa, 28.54°C, 551.00m; (sol) 
 - : 638, 391s, 949.04hPa, 28.53°C, 550.00m; (sol) 
 - : 639, 392s, 949.08hPa, 28.54°C, 550.00m; (sol) 
 - : 640, 392s, 949.02hPa, 28.54°C, 550.00m; (sol) 
 - : 641, 393s, 949.08hPa, 28.54°C, 549.00m; (sol) 
 - : 642, 393s, 949.04hPa, 28.53°C, 550.00m; (sol) 
 - : 643, 394s, 949.04hPa, 28.53°C, 550.00m; (sol) 
 - : 644, 395s, 949.09hPa, 28.53°C, 550.00m; (sol) 
 - : 645, 395s, 949.04hPa, 28.53°C, 550.00m; (sol) 
 - : 646, 396s, 949.09hPa, 28.53°C, 549.00m; (sol) 
 - : 647, 396s, 949.07hPa, 28.53°C, 549.00m; (sol) 
 - : 648, 397s, 949.07hPa, 28.53°C, 550.00m; (sol) 
 - : 649, 398s, 949.06hPa, 28.53°C, 549.00m; (sol) 
 - : 650, 398s, 949.05hPa, 28.52°C, 550.00m; (sol) 
 - : 651, 399s, 949.07hPa, 28.53°C, 550.00m; (sol) 
 - : 652, 400s, 949.12hPa, 28.53°C, 549.00m; (sol) 
 - : 653, 400s, 949.13hPa, 28.53°C, 549.00m; (sol) 
 - : 654, 401s, 949.10hPa, 28.53°C, 549.00m; (sol) 
 - : 655, 401s, 949.16hPa, 28.53°C, 549.00m; (sol) 
 - : 656, 402s, 949.10hPa, 28.53°C, 549.00m; (sol) 
 - : 657, 403s, 949.08hPa, 28.54°C, 550.00m; (sol) 
 - : 658, 403s, 949.08hPa, 28.54°C, 550.00m; (sol) 
 - : 659, 404s, 949.07hPa, 28.53°C, 551.00m; (sol) 
 - : 660, 404s, 948.99hPa, 28.54°C, 550.00m; (sol) 
 - : 661, 405s, 948.98hPa, 28.53°C, 550.00m; (sol) 
 - : 662, 406s, 949.01hPa, 28.53°C, 550.00m; (sol) 
 - : 663, 406s, 949.00hPa, 28.53°C, 550.00m; (sol) 
 - : 664, 407s, 948.98hPa, 28.53°C, 550.00m; (sol) 
 - : 665, 407s, 949.02hPa, 28.54°C, 550.00m; (sol) 
 - : 666, 408s, 948.98hPa, 28.53°C, 551.00m; (sol) 
 - : 667, 409s, 948.98hPa, 28.53°C, 551.00m; (sol) 
 - : 668, 409s, 949.01hPa, 28.53°C, 550.00m; (sol) 
 - : 669, 410s, 949.03hPa, 28.53°C, 550.00m; (sol) 
 - : 670, 411s, 949.03hPa, 28.53°C, 550.00m; (sol) 
 - : 671, 411s, 949.04hPa, 28.53°C, 550.00m; (sol) 
 - : 672, 412s, 949.01hPa, 28.53°C, 550.00m; (sol) 
 - : 673, 412s, 949.10hPa, 28.54°C, 550.00m; (sol) 
 - : 674, 413s, 948.99hPa, 28.54°C, 550.00m; (sol) 
 - : 675, 414s, 949.04hPa, 28.53°C, 551.00m; (sol) 
 - : 676, 414s, 949.03hPa, 28.54°C, 549.00m; (sol) 
 - : 677, 415s, 949.03hPa, 28.53°C, 550.00m; (sol) 
 - : 678, 415s, 949.05hPa, 28.54°C, 550.00m; (sol) 
 - : 679, 416s, 949.00hPa, 28.53°C, 550.00m; (sol) 
 - : 680, 417s, 949.01hPa, 28.53°C, 551.00m; (sol) 
 - : 681, 417s, 948.96hPa, 28.54°C, 551.00m; (sol) 
 - : 682, 418s, 949.01hPa, 28.53°C, 550.00m; (sol) 
 - : 683, 419s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 684, 419s, 949.02hPa, 28.54°C, 550.00m; (sol) 
 - : 685, 420s, 949.03hPa, 28.54°C, 550.00m; (sol) 
 - : 686, 420s, 949.00hPa, 28.53°C, 550.00m; (sol) 
 - : 687, 421s, 949.06hPa, 28.53°C, 550.00m; (sol) 
 - : 688, 422s, 949.08hPa, 28.54°C, 550.00m; (sol) 
 - : 689, 422s, 949.20hPa, 28.54°C, 548.00m; (sol) 
 - : 690, 423s, 949.21hPa, 28.55°C, 549.00m; (sol) 
 - : 691, 423s, 949.22hPa, 28.56°C, 549.00m; (sol) 
 - : 692, 424s, 949.15hPa, 28.57°C, 549.00m; (sol) 
 - : 693, 425s, 949.25hPa, 28.58°C, 549.00m; (sol) 
 - : 694, 425s, 949.29hPa, 28.58°C, 547.00m; (sol) 
 - : 695, 426s, 949.31hPa, 28.60°C, 549.00m; (sol) 
 - : 696, 427s, 949.12hPa, 28.59°C, 550.00m; (sol) 
 - : 697, 427s, 949.07hPa, 28.59°C, 550.00m; (sol) 
 - : 698, 428s, 948.99hPa, 28.59°C, 550.00m; (sol) 
 - : 699, 428s, 948.99hPa, 28.60°C, 550.00m; (sol) 
 - : 700, 429s, 949.02hPa, 28.60°C, 550.00m; (sol) 
 - : 701, 430s, 949.05hPa, 28.60°C, 549.00m; (sol) 
 - : 702, 430s, 949.02hPa, 28.60°C, 550.00m; (sol) 
 - : 703, 431s, 949.02hPa, 28.59°C, 550.00m; (sol) 
 - : 704, 432s, 949.07hPa, 28.59°C, 550.00m; (sol) 
 - : 705, 432s, 949.04hPa, 28.59°C, 550.00m; (sol) 
 - : 706, 433s, 949.28hPa, 28.58°C, 548.00m; (sol) 
 - : 707, 433s, 949.32hPa, 28.59°C, 548.00m; (sol) 
 - : 708, 434s, 949.07hPa, 28.59°C, 550.00m; (sol) 
 - : 709, 435s, 949.04hPa, 28.59°C, 550.00m; (sol) 
 - : 710, 435s, 949.01hPa, 28.59°C, 550.00m; (sol) 
 - : 711, 436s, 949.34hPa, 28.60°C, 547.00m; (sol) 
 - : 712, 436s, 949.32hPa, 28.62°C, 547.00m; (sol) 
 - : 713, 437s, 949.20hPa, 28.62°C, 549.00m; (sol) 
 - : 714, 438s, 949.09hPa, 28.62°C, 550.00m; (sol) 
 - : 715, 438s, 949.01hPa, 28.63°C, 551.00m; (sol) 
 - : 716, 439s, 949.10hPa, 28.63°C, 549.00m; (sol) 
 - : 717, 440s, 949.08hPa, 28.64°C, 550.00m; (sol) 
 - : 718, 440s, 949.07hPa, 28.63°C, 550.00m; (sol) 
 - : 719, 441s, 949.04hPa, 28.63°C, 550.00m; (sol) 
 - : 720, 441s, 949.11hPa, 28.62°C, 550.00m; (sol) 
 - : 721, 442s, 949.09hPa, 28.63°C, 550.00m; (sol) 
 - : 722, 443s, 949.01hPa, 28.63°C, 550.00m; (sol) 
 - : 723, 443s, 948.96hPa, 28.63°C, 551.00m; (sol) 
 - : 724, 444s, 948.96hPa, 28.64°C, 550.00m; (sol) 
 - : 725, 444s, 949.00hPa, 28.62°C, 550.00m; (sol) 
 - : 726, 445s, 949.04hPa, 28.63°C, 550.00m; (sol) 
 - : 727, 446s, 949.06hPa, 28.63°C, 550.00m; (sol) 
 - : 728, 446s, 949.00hPa, 28.62°C, 550.00m; (sol) 
 - : 729, 447s, 949.07hPa, 28.61°C, 550.00m; (sol) 
 - : 730, 447s, 949.01hPa, 28.63°C, 550.00m; (sol) 
 - : 731, 448s, 948.99hPa, 28.62°C, 550.00m; (sol) 
 - : 732, 449s, 949.00hPa, 28.62°C, 550.00m; (sol) 
 - : 733, 449s, 948.95hPa, 28.63°C, 550.00m; (sol) 
 - : 734, 450s, 949.06hPa, 28.62°C, 551.00m; (sol) 
 - : 735, 450s, 949.04hPa, 28.63°C, 550.00m; (sol) 
 - : 736, 451s, 949.03hPa, 28.62°C, 550.00m; (sol) 
 - : 737, 452s, 949.02hPa, 28.62°C, 550.00m; (sol) 
 - : 738, 452s, 949.06hPa, 28.61°C, 550.00m; (sol) 
 - : 739, 453s, 949.06hPa, 28.63°C, 550.00m; (sol) 
 - : 740, 453s, 949.03hPa, 28.62°C, 549.00m; (sol) 
 - : 741, 454s, 949.03hPa, 28.62°C, 550.00m; (sol) 
